GenreNumber,Title,MoNu,Myrating,Genre,MyGenre,Director Name,RandomWord
5320,Dallas Buyers Club,4320,2,Biography,resmethrin,Jean-Marc VallÃ©e,zef
5321,Dead Man Down,4321,5,Action,angledozer,Niels Arden Oplev,zerf
5322,Delivery Man,4322,81,Comedy,ethoxylate,Ken Scott, xrd
5323,Despicable Me 2,4323,44,Animation,ursidae,Pierre Coffin,gbc
5324,Don Jon,4324,14,Comedy,whippowill,Joseph Gordon-Levitt,vd
5325,Elysium,4325,81,Action,silurid,Neill Blomkamp,sef
5326,Ender's Game,4326,37,Action,bardiche,Gavin Hood,zef
5327,Enough Said,4327,77,Comedy,logicists,Nicole Holofcener,zerf
5328,Epic,4328,84,Adventure,parroter,Chris Wedge, xrd
5329,Escape from Planet Earth,4329,92,Adventure,hell-rake,Cal Brunker,gbc
5330,Escape Plan,4330,85,Action,triphylite,Mikael HÃ¥fstrÃ¶m,vd
5331,Evil Dead,4331,11,Horror,distancy,Fede Alvarez,sef
5332,Free Birds,4332,88,Adventure,spinnies,Jimmy Hayward,zef
5333,Frozen,4333,89,Adventure,resmethrin,Chris Buck,zerf
5334,Fruitvale Station,4334,56,Biography,angledozer,Ryan Coogler, xrd
5335,G.I. Joe: Retaliation,4335,78,Action,ethoxylate,Jon M. Chu,gbc
5336,Gangster Squad,4336,56,Action,ursidae,Ruben Fleischer,vd
5337,Getaway,4337,67,Action,whippowill,Courtney Solomon,sef
5338,Gravity,4338,95,Adventure,silurid,Alfonso CuarÃ?n,zef
5339,Grown Ups 2,4339,47,Comedy,bardiche,Dennis Dugan,zerf
5340,Grudge Match,4340,4,Comedy,logicists,Peter Segal, xrd
5341,Hansel & Gretel: Witch Hunters,4341,81,Action,parroter,Tommy Wirkola,gbc
5342,Her,4342,93,Drama,hell-rake,Spike Jonze,vd
5343,Home Run,4343,81,Drama,triphylite,David Boyd,sef
5344,Homefront,4344,14,Action,distancy,Gary Fleder,zef
5345,Identity Thief,4345,93,Comedy,spinnies,Seth Gordon,zerf
5346,Inside Llewyn Davis,4346,95,Drama,resmethrin,Ethan Coen, xrd
5347,Insidious: Chapter 2,4347,43,Fantasy,angledozer,James Wan,gbc
5348,Instructions Not Included,4348,82,Comedy,ethoxylate,Eugenio Derbez,vd
5349,Iron Man 3,4349,1,Action,ursidae,Shane Black,sef
5350,Jack the Giant Slayer,4350,37,Adventure,whippowill,Bryan Singer,zef
5351,Joe,4351,52,Drama,silurid,David Gordon Green,zerf
5352,Kevin Hart: Let Me Explain,4352,92,Comedy,bardiche,Leslie Small, xrd
5353,Kick-Ass 2,4353,43,Action,logicists,Jeff Wadlow,gbc
5354,Labor Day,4354,12,Drama,parroter,Jason Reitman,vd
5355,Last Vegas,4355,14,Comedy,hell-rake,Jon Turteltaub,sef
5356,Lee Daniels' The Butler,4356,41,Biography,triphylite,Lee Daniels,zef
5357,Legends of Oz: Dorothy's Return,4357,90,Adventure,distancy,Will Finn,zerf
5358,Lone Survivor,4358,56,Action,spinnies,Peter Berg, xrd
5359,Machete Kills,4359,37,Action,resmethrin,Robert Rodriguez,gbc
5360,Mama,4360,41,Fantasy,angledozer,AndrÃ©s Muschietti,vd
5361,Man of Steel,4361,63,Action,ethoxylate,Zack Snyder,sef
5362,Mandela: Long Walk to Freedom,4362,32,Biography,ursidae,Justin Chadwick,zef
5363,Monsters University,4363,7,Adventure,whippowill,Dan Scanlon,zerf
5364,Movie 43,4364,46,Comedy,silurid,Elizabeth Banks, xrd
5365,Nebraska,4365,29,Adventure,bardiche,Alexander Payne,gbc
5366,Now You See Me,4366,34,Crime,logicists,Louis Leterrier,vd
5367,Oblivion,4367,39,Action,parroter,Joseph Kosinski,sef
5368,Oculus,4368,65,Horror,hell-rake,Mike Flanagan,zef
5369,Of Horses and Men,4369,28,Comedy,triphylite,Benedikt Erlingsson,zerf
5370,Olympus Has Fallen,4370,82,Action,distancy,Antoine Fuqua, xrd
5371,One Direction: This Is Us,4371,39,Documentary,spinnies,Morgan Spurlock,gbc
5372,Only God Forgives,4372,29,Crime,resmethrin,Nicolas Winding Refn,vd
5373,Out of the Furnace,4373,51,Crime,angledozer,Scott Cooper,sef
5374,Oz the Great and Powerful,4374,74,Adventure,ethoxylate,Sam Raimi,zef
5375,Pacific Rim,4375,32,Action,ursidae,Guillermo del Toro,zerf
5376,Pain & Gain,4376,23,Comedy,whippowill,Michael Bay, xrd
5377,Parker,4377,97,Action,silurid,Taylor Hackford,gbc
5378,Peeples,4378,6,Comedy,bardiche,Tina Gordon Chism,vd
5379,Percy Jackson: Sea of Monsters,4379,98,Adventure,logicists,Thor Freudenthal,sef
5380,Philomena,4380,64,Biography,parroter,Stephen Frears,zef
5381,Prisoners,4381,43,Crime,hell-rake,Denis Villeneuve,zerf
5382,R.I.P.D.,4382,56,Action,triphylite,Robert Schwentke, xrd
5383,R100,4383,37,Comedy,distancy,Hitoshi Matsumoto,gbc
5384,RED 2,4384,54,Action,spinnies,Dean Parisot,vd
5385,Riddick,4385,60,Action,resmethrin,David Twohy,sef
5386,Runner Runner,4386,70,Crime,angledozer,Brad Furman,zef
5387,Rush,4387,86,Action,ethoxylate,Ron Howard,zerf
5388,Safe Haven,4388,49,Drama,ursidae,Lasse HallstrÃ¶m, xrd
5389,Saving Mr. Banks,4389,74,Biography,whippowill,John Lee Hancock,gbc
5390,Scary Movie 5,4390,19,Comedy,silurid,Malcolm D. Lee,vd
5391,Side Effects,4391,64,Crime,bardiche,Steven Soderbergh,sef
5392,Snitch,4392,82,Action,logicists,Ric Roman Waugh,zef
5393,Snowpiercer,4393,4,Action,parroter,Joon-ho Bong,zerf
5394,Star Trek Into Darkness,4394,33,Action,hell-rake,J.J. Abrams, xrd
5395,Stoker,4395,12,Drama,triphylite,Chan-wook Park,gbc
5396,Texas Chainsaw 3D,4396,77,Horror,distancy,John Luessenhop,vd
5397,The Adventurer: The Curse of the Midas Box,4397,26,Adventure,spinnies,Jonathan Newman,sef
5398,The Amazing Catfish,4398,12,Comedy,resmethrin,Claudia Sainte-Luce,zef
5399,The Best Man Holiday,4399,56,Comedy,angledozer,Malcolm D. Lee,zerf
5400,The Best Offer,4400,74,Crime,ethoxylate,Giuseppe Tornatore, xrd
5401,The Big Wedding,4401,12,Comedy,ursidae,Justin Zackham,gbc
5402,The Book Thief,4402,62,Drama,whippowill,Brian Percival,vd
5403,The Call,4403,21,Crime,silurid,Brad Anderson,sef
5404,The Canyons,4404,92,Drama,bardiche,Paul Schrader,zef
5405,The Conjuring,4405,51,Horror,logicists,James Wan,zerf
5406,The Counselor,4406,11,Crime,parroter,Ridley Scott, xrd
5407,The Croods,4407,23,Adventure,hell-rake,Kirk De Micco,gbc
5408,The East,4408,61,Drama,triphylite,Zal Batmanglij,vd
5409,The Fifth Estate,4409,12,Biography,distancy,Bill Condon,sef
5410,The Grandmaster,4410,69,Action,spinnies,Kar-Wai Wong,zef
5411,The Great Beauty,4411,98,Drama,resmethrin,Paolo Sorrentino,zerf
5412,The Great Gatsby,4412,18,Drama,angledozer,Baz Luhrmann, xrd
5413,The Green Inferno,4413,24,Adventure,ethoxylate,Eli Roth,gbc
5414,The Heat,4414,11,Action,ursidae,Paul Feig,vd
5415,The Hobbit: The Desolation of Smaug,4415,32,Adventure,whippowill,Peter Jackson,sef
5416,The Hunger Games: Catching Fire,4416,88,Adventure,silurid,Francis Lawrence,zef
5417,The Immigrant,4417,45,Drama,bardiche,James Gray,zerf
5418,The Incredible Burt Wonderstone,4418,30,Comedy,logicists,Don Scardino, xrd
5419,The Internship,4419,3,Comedy,parroter,Shawn Levy,gbc
5420,The Knife of Don Juan,4420,2,Comedy,hell-rake,Tom Sanchez,vd
5421,The Last Days on Mars,4421,5,Horror,triphylite,Ruairi Robinson,sef
5422,The Last Exorcism Part II,4422,81,Drama,distancy,Ed Gass-Donnelly,zef
5423,The Last Stand,4423,44,Action,spinnies,Jee-woon Kim,zerf
5424,The Lone Ranger,4424,14,Action,resmethrin,Gore Verbinski, xrd
5425,The Lunchbox,4425,81,Drama,angledozer,Ritesh Batra,gbc
5426,The Mortal Instruments: City of Bones,4426,37,Fantasy,ethoxylate,Harald Zwart,vd
5427,The Purge,4427,77,Horror,ursidae,James DeMonaco,sef
5428,The Railway Man,4428,84,Biography,whippowill,Jonathan Teplitzky,zef
5429,The Secret Life of Walter Mitty,4429,92,Adventure,silurid,Ben Stiller,zerf
5430,The Smurfs 2,4430,85,Adventure,bardiche,Raja Gosnell, xrd
5431,The Spectacular Now,4431,11,Comedy,logicists,James Ponsoldt,gbc
5432,The To Do List,4432,88,Comedy,parroter,Maggie Carey,vd
5433,The Way Way Back,4433,89,Comedy,hell-rake,Nat Faxon,sef
5434,The Wolf of Wall Street,4434,56,Biography,triphylite,Martin Scorsese,zef
5435,The Wolverine,4435,78,Action,distancy,James Mangold,zerf
5436,The World's End,4436,56,Action,spinnies,Edgar Wright, xrd
5437,The Young and Prodigious T.S. Spivet,4437,67,Action,resmethrin,Jean-Pierre Jeunet,gbc
5438,This Is the End,4438,95,Comedy,angledozer,Evan Goldberg,vd
5439,Thor: The Dark World,4439,47,Action,ethoxylate,Alan Taylor,sef
5440,Thunder and the House of Magic,4440,4,Adventure,ursidae,Jeremy Degruson,zef
5441,Trance,4441,81,Crime,whippowill,Danny Boyle,zerf
5442,Turbo,4442,93,Adventure,silurid,David Soren, xrd
5443,Walking with Dinosaurs 3D,4443,81,Adventure,bardiche,Barry Cook,gbc
5444,Warm Bodies,4444,14,Comedy,logicists,Jonathan Levine,vd
5445,We're the Millers,4445,93,Comedy,parroter,Rawson Marshall Thurber,sef
5446,White House Down,4446,95,Action,hell-rake,Roland Emmerich,zef
5447,World War Z,4447,43,Action,triphylite,Marc Forster,zerf
5448,22 Jump Street,4448,82,Action,distancy,Phil Lord, xrd
5449,3 Days to Kill,4449,1,Action,spinnies,McG,gbc
5450,300: Rise of an Empire,4450,37,Action,resmethrin,Noam Murro,vd
5451,A Haunted House 2,4451,52,Comedy,angledozer,Michael Tiddes,sef
5452,A Lego Brickumentary,4452,92,Documentary,ethoxylate,Kief Davidson,zef
5453,A Million Ways to Die in the West,4453,43,Comedy,ursidae,Seth MacFarlane,zerf
5454,A Most Violent Year,4454,12,Action,whippowill,J.C. Chandor, xrd
5455,A Most Wanted Man,4455,14,Crime,silurid,Anton Corbijn,gbc
5456,A Walk Among the Tombstones,4456,41,Crime,bardiche,Scott Frank,vd
5457,About Last Night,4457,90,Comedy,logicists,Steve Pink,sef
5458,Addicted,4458,56,Drama,parroter,Bille Woodruff,zef
5459,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",4459,37,Comedy,hell-rake,Miguel Arteta,zerf
5460,Aloft,4460,41,Drama,triphylite,Claudia Llosa, xrd
5461,American Sniper,4461,63,Action,distancy,Clint Eastwood,gbc
5462,And So It Goes,4462,32,Comedy,spinnies,Rob Reiner,vd
5463,Annabelle,4463,7,Horror,resmethrin,John R. Leonetti,sef
5464,Annie,4464,46,Comedy,angledozer,Will Gluck,zef
5465,"As Above, So Below",4465,29,Horror,ethoxylate,John Erick Dowdle,zerf
5466,Atlas Shrugged: Who Is John Galt?,4466,34,Drama,ursidae,James Manera, xrd
5467,Before I Go to Sleep,4467,39,Drama,whippowill,Rowan Joffe,gbc
5468,Beyond the Lights,4468,65,Drama,silurid,Gina Prince-Bythewood,vd
5469,Big Eyes,4469,28,Biography,bardiche,Tim Burton,sef
5470,Big Hero 6,4470,82,Action,logicists,Don Hall,zef
5471,Birdman or (The Unexpected Virtue of Ignorance),4471,39,Comedy,parroter,Alejandro G. IÃ±Ã¡rritu,zerf
5472,Black or White,4472,29,Drama,hell-rake,Mike Binder, xrd
5473,Blended,4473,51,Comedy,triphylite,Frank Coraci,gbc
5474,Born to Fly: Elizabeth Streb vs. Gravity,4474,74,Action,distancy,Catherine Gund,vd
5475,Boyhood,4475,32,Drama,spinnies,Richard Linklater,sef
5476,Brick Mansions,4476,23,Action,resmethrin,Camille Delamarre,zef
5477,Captain America: The Winter Soldier,4477,97,Action,angledozer,Anthony Russo,zerf
5478,Dawn of the Planet of the Apes,4478,6,Action,ethoxylate,Matt Reeves, xrd
5479,Deliver Us from Evil,4479,98,Horror,ursidae,Scott Derrickson,gbc
5480,Desert Dancer,4480,64,Biography,whippowill,Richard Raymond,vd
5481,Devil's Due,4481,43,Horror,silurid,Matt Bettinelli-Olpin,sef
5482,Divergent,4482,56,Adventure,bardiche,Neil Burger,zef
5483,Dolphin Tale 2,4483,37,Drama,logicists,Charles Martin Smith,zerf
5484,Dracula Untold,4484,54,Action,parroter,Gary Shore, xrd
5485,Draft Day,4485,60,Drama,hell-rake,Ivan Reitman,gbc
5486,Dumb and Dumber To,4486,70,Comedy,triphylite,Bobby Farrelly,vd
5487,Earth to Echo,4487,86,Adventure,distancy,Dave Green,sef
5488,Edge of Tomorrow,4488,49,Action,spinnies,Doug Liman,zef
5489,Endless Love,4489,74,Drama,resmethrin,Shana Feste,zerf
5490,Escobar: Paradise Lost,4490,19,Crime,angledozer,Andrea Di Stefano, xrd
5491,Exodus: Gods and Kings,4491,64,Action,ethoxylate,Ridley Scott,gbc
5492,Falcon Rising,4492,82,Action,ursidae,Ernie Barbarash,vd
5493,Fury,4493,4,Action,whippowill,David Ayer,sef
5494,Futuro Beach,4494,33,Drama,silurid,Karim AÃ¯nouz,zef
5495,Get on Up,4495,12,Biography,bardiche,Tate Taylor,zerf
5496,Gone Girl,4496,77,Crime,logicists,David Fincher, xrd
5497,Guardians of the Galaxy,4497,26,Action,parroter,James Gunn,gbc
5498,Happy Christmas,4498,12,Comedy,hell-rake,Joe Swanberg,vd
5499,Heaven Is for Real,4499,56,Biography,triphylite,Randall Wallace,sef
5500,Hercules,4500,74,Action,distancy,Brett Ratner,zef
5501,Horrible Bosses 2,4501,12,Comedy,spinnies,Sean Anders,zerf
5502,How to Train Your Dragon 2,4502,62,Action,resmethrin,Dean DeBlois, xrd
5503,"I, Frankenstein",4503,21,Action,angledozer,Stuart Beattie,gbc
5504,If I Stay,4504,92,Drama,ethoxylate,R.J. Cutler,vd
5505,Inherent Vice,4505,51,Comedy,ursidae,Paul Thomas Anderson,sef
5506,Interstellar,4506,11,Adventure,whippowill,Christopher Nolan,zef
5507,Into the Storm,4507,23,Action,silurid,Steven Quale,zerf
5508,Into the Woods,4508,61,Adventure,bardiche,Rob Marshall, xrd
5509,It Follows,4509,12,Horror,logicists,David Robert Mitchell,gbc
5510,Jack Ryan: Shadow Recruit,4510,69,Action,parroter,Kenneth Branagh,vd
5511,Jersey Boys,4511,98,Biography,hell-rake,Clint Eastwood,sef
5512,Kill the Messenger,4512,18,Biography,triphylite,Michael Cuesta,zef
5513,Kung Fu Killer,4513,24,Action,distancy,Teddy Chan,zerf
5514,Left Behind,4514,11,Action,spinnies,Vic Armstrong, xrd
5515,Let's Be Cops,4515,32,Comedy,resmethrin,Luke Greenfield,gbc
5516,Locker 13,4516,88,Thriller,angledozer,Bruce Dellis,vd
5517,Lucy,4517,45,Action,ethoxylate,Luc Besson,sef
5518,Maleficent,4518,30,Action,ursidae,Robert Stromberg,zef
5519,Million Dollar Arm,4519,3,Biography,whippowill,Craig Gillespie,zerf
5520,Moms' Night Out,4520,2,Comedy,silurid,Andrew Erwin, xrd
5521,Mr. Peabody & Sherman,4521,5,Adventure,bardiche,Rob Minkoff,gbc
5522,Mr. Turner,4522,81,Biography,logicists,Mike Leigh,vd
5523,Muppets Most Wanted,4523,44,Adventure,parroter,James Bobin,sef
5524,Need for Speed,4524,14,Action,hell-rake,Scott Waugh,zef
5525,Neighbors,4525,81,Comedy,triphylite,Nicholas Stoller,zerf
5526,Night at the Museum: Secret of the Tomb,4526,37,Adventure,distancy,Shawn Levy, xrd
5527,Nightcrawler,4527,77,Crime,spinnies,Dan Gilroy,gbc
5528,No Good Deed,4528,84,Crime,resmethrin,Sam Miller,vd
5529,Noah,4529,92,Action,angledozer,Darren Aronofsky,sef
5530,Non-Stop,4530,85,Action,ethoxylate,Jaume Collet-Serra,zef
5531,Not Cool,4531,11,Comedy,ursidae,Shane Dawson,zerf
5532,Ouija,4532,88,Fantasy,whippowill,Stiles White, xrd
5533,Paddington,4533,89,Animation,silurid,Paul King,gbc
5534,Paranormal Activity: The Marked Ones,4534,56,Fantasy,bardiche,Christopher Landon,vd
5535,Penguins of Madagascar,4535,78,Adventure,logicists,Eric Darnell,sef
5536,Pompeii,4536,56,Action,parroter,Paul W.S. Anderson,zef
5537,Ride Along,4537,67,Action,hell-rake,Tim Story,zerf
5538,Rio 2,4538,95,Adventure,triphylite,Carlos Saldanha, xrd
5539,RoboCop,4539,47,Action,distancy,JosÃ© Padilha,gbc
5540,Rosewater,4540,4,Biography,spinnies,Jon Stewart,vd
5541,Rudderless,4541,81,Comedy,resmethrin,William H. Macy,sef
5542,Sabotage,4542,93,Action,angledozer,David Ayer,zef
5543,Selma,4543,81,Biography,ethoxylate,Ava DuVernay,zerf
5544,Seventh Son,4544,14,Action,ursidae,Sergey Bodrov, xrd
5545,Sex Tape,4545,93,Comedy,whippowill,Jake Kasdan,gbc
5546,Sin City: A Dame to Kill For,4546,95,Action,silurid,Frank Miller,vd
5547,Skin Trade,4547,43,Action,bardiche,Ekachai Uekrongtham,sef
5548,Son of God,4548,82,Biography,logicists,Christopher Spencer,zef
5549,Song One,4549,1,Drama,parroter,Kate Barker-Froyland,zerf
5550,St. Vincent,4550,37,Comedy,hell-rake,Theodore Melfi, xrd
5551,Still Alice,4551,52,Drama,triphylite,Richard Glatzer,gbc
5552,Taken 3,4552,92,Action,distancy,Olivier Megaton,vd
5553,Tammy,4553,43,Comedy,spinnies,Ben Falcone,sef
5554,Teenage Mutant Ninja Turtles,4554,12,Action,resmethrin,Jonathan Liebesman,zef
5555,That Awkward Moment,4555,14,Comedy,angledozer,Tom Gormican,zerf
5556,The Amazing Spider-Man 2,4556,41,Action,ethoxylate,Marc Webb, xrd
5557,The Best of Me,4557,90,Drama,ursidae,Michael Hoffman,gbc
5558,The Book of Life,4558,56,Adventure,whippowill,Jorge R. GutiÃ©rrez,vd
5559,The Boxtrolls,4559,37,Adventure,silurid,Graham Annable,sef
5560,The Equalizer,4560,41,Action,bardiche,Antoine Fuqua,zef
5561,The Expendables 3,4561,63,Action,logicists,Patrick Hughes,zerf
5562,The Fault in Our Stars,4562,32,Drama,parroter,Josh Boone, xrd
5563,The Gambler,4563,7,Crime,hell-rake,Rupert Wyatt,gbc
5564,The Giver,4564,46,Drama,triphylite,Phillip Noyce,vd
5565,The Grand Budapest Hotel,4565,29,Adventure,distancy,Wes Anderson,sef
5566,The Hobbit: The Battle of the Five Armies,4566,34,Adventure,spinnies,Peter Jackson,zef
5567,The Homesman,4567,39,Drama,resmethrin,Tommy Lee Jones,zerf
5568,The Hundred-Foot Journey,4568,65,Comedy,angledozer,Lasse HallstrÃ¶m, xrd
5569,The Hunger Games: Mockingjay - Part 1,4569,28,Adventure,ethoxylate,Francis Lawrence,gbc
5570,The Imitation Game,4570,82,Biography,ursidae,Morten Tyldum,vd
5571,The Interview,4571,39,Comedy,whippowill,Evan Goldberg,sef
5572,The Judge,4572,29,Crime,silurid,David Dobkin,zef
5573,The Legend of Hercules,4573,51,Action,bardiche,Renny Harlin,zerf
5574,The Lego Movie,4574,74,Action,logicists,Phil Lord, xrd
5575,The Maze Runner,4575,32,Action,parroter,Wes Ball,gbc
5576,The Monuments Men,4576,23,Drama,hell-rake,George Clooney,vd
5577,The November Man,4577,97,Action,triphylite,Roger Donaldson,sef
5578,The Nut Job,4578,6,Adventure,distancy,Peter Lepeniotis,zef
5579,The Other Woman,4579,98,Comedy,spinnies,Nick Cassavetes,zerf
5580,The Purge: Anarchy,4580,64,Action,resmethrin,James DeMonaco, xrd
5581,The Theory of Everything,4581,43,Biography,angledozer,James Marsh,gbc
5582,The Water Diviner,4582,56,Drama,ethoxylate,Russell Crowe,vd
5583,Think Like a Man Too,4583,37,Comedy,ursidae,Tim Story,sef
5584,This Is Where I Leave You,4584,54,Comedy,whippowill,Shawn Levy,zef
5585,Top Five,4585,60,Comedy,silurid,Chris Rock,zerf
5586,Top Spin,4586,70,Documentary,bardiche,Sara Newens, xrd
5587,Transcendence,4587,86,Drama,logicists,Wally Pfister,gbc
5588,Transformers: Age of Extinction,4588,49,Action,parroter,Michael Bay,vd
5589,Tusk,4589,74,Comedy,hell-rake,Kevin Smith,sef
5590,Unbroken,4590,19,Biography,triphylite,Angelina Jolie Pitt,zef
5591,Unfriended,4591,64,Horror,distancy,Levan Gabriadze,zerf
5592,When the Game Stands Tall,4592,82,Drama,spinnies,Thomas Carter, xrd
5593,While We're Young,4593,4,Comedy,resmethrin,Noah Baumbach,gbc
5594,Whiplash,4594,33,Drama,angledozer,Damien Chazelle,vd
5595,Wild,4595,12,Adventure,ethoxylate,Jean-Marc VallÃ©e,sef
5596,Winter's Tale,4596,77,Drama,ursidae,Akiva Goldsman,zef
5597,Wish I Was Here,4597,26,Comedy,whippowill,Zach Braff,zerf
5598,X-Men: Days of Future Past,4598,12,Action,silurid,Bryan Singer, xrd
5599,10 Days in a Madhouse,4599,56,Drama,bardiche,Timothy Hines,gbc
5600,90 Minutes in Heaven,4600,74,Drama,logicists,Michael Polish,vd
5601,Aloha,4601,12,Comedy,parroter,Cameron Crowe,sef
5602,Alvin and the Chipmunks: The Road Chip,4602,62,Adventure,hell-rake,Walt Becker,zef
5603,Anomalisa,4603,21,Animation,triphylite,Duke Johnson,zerf
5604,Antarctic Edge: 70Â° South,4604,92,Adventure,distancy,Dena Seidel, xrd
5605,Ant-Man,4605,51,Action,spinnies,Peyton Reed,gbc
5606,Avengers: Age of Ultron,4606,11,Action,resmethrin,Joss Whedon,vd
5607,Baahubali: The Beginning,4607,23,Action,angledozer,S.S. Rajamouli,sef
5608,Black Mass,4608,61,Biography,ethoxylate,Scott Cooper,zef
5609,Blackhat,4609,12,Action,ursidae,Michael Mann,zerf
5610,Bridge of Spies,4610,69,Drama,whippowill,Steven Spielberg, xrd
5611,Brooklyn,4611,98,Drama,silurid,John Crowley,gbc
5612,Brotherly Love,4612,18,Drama,bardiche,Jamal Hill,vd
5613,Burnt,4613,24,Comedy,logicists,John Wells,sef
5614,By the Sea,4614,11,Drama,parroter,Angelina Jolie Pitt,zef
5615,Captive,4615,32,Crime,hell-rake,Jerry Jameson,zerf
5616,Censored Voices,4616,88,Documentary,triphylite,Mor Loushy, xrd
5617,Chappie,4617,45,Action,distancy,Neill Blomkamp,gbc
5618,Child 44,4618,30,Crime,spinnies,Daniel Espinosa,vd
5619,Cinderella,4619,3,Drama,resmethrin,Kenneth Branagh,sef
5620,Concussion,4620,2,Biography,angledozer,Peter Landesman,zef
5621,Courage,4621,5,Biography,ethoxylate,Angelo Pizzo,zerf
5622,Creative Control,4622,81,Drama,ursidae,Benjamin Dickinson, xrd
5623,Creed,4623,44,Drama,whippowill,Ryan Coogler,gbc
5624,Daddy's Home,4624,14,Comedy,silurid,Sean Anders,vd
5625,Danny Collins,4625,81,Comedy,bardiche,Dan Fogelman,sef
5626,Do You Believe?,4626,37,Drama,logicists,Jon Gunn,zef
5627,Dope,4627,77,Comedy,parroter,Rick Famuyiwa,zerf
5628,Dragon Blade,4628,84,Action,hell-rake,Daniel Lee, xrd
5629,Everest,4629,92,Adventure,triphylite,Baltasar KormÃ¡kur,gbc
5630,Ex Machina,4630,85,Drama,distancy,Alex Garland,vd
5631,Fantastic Four,4631,11,Action,spinnies,Josh Trank,sef
5632,Fifty Shades of Grey,4632,88,Drama,resmethrin,Sam Taylor-Johnson,zef
5633,Focus,4633,89,Comedy,angledozer,Glenn Ficarra,zerf
5634,Freeheld,4634,56,Biography,ethoxylate,Peter Sollett, xrd
5635,Furious 7,4635,78,Action,ursidae,James Wan,gbc
5636,Get Hard,4636,56,Comedy,whippowill,Etan Cohen,vd
5637,Goosebumps,4637,67,Adventure,silurid,Rob Letterman,sef
5638,Green Room,4638,95,Crime,bardiche,Jeremy Saulnier,zef
5639,Home,4639,47,Adventure,logicists,Tim Johnson,zerf
5640,Hot Pursuit,4640,4,Action,parroter,Anne Fletcher, xrd
5641,Hot Tub Time Machine 2,4641,81,Comedy,hell-rake,Steve Pink,gbc
5642,Hotel Transylvania 2,4642,93,Animation,triphylite,Genndy Tartakovsky,vd
5643,In the Heart of the Sea,4643,81,Action,distancy,Ron Howard,sef
5644,Inside Out,4644,14,Adventure,spinnies,Pete Docter,zef
5645,Insidious: Chapter 3,4645,93,Fantasy,resmethrin,Leigh Whannell,zerf
5646,Insurgent,4646,95,Adventure,angledozer,Robert Schwentke, xrd
5647,Ip Man 3,4647,43,Action,ethoxylate,Wilson Yip,gbc
